CXSMILES,Molecule Name,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2C=CC=N2)C1 |&1:16|,ASAP-0011282,Train,4.3,
CN1N=CC=C1[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:6|,ASAP-0011283,Train,4.44,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1 |&1:18|,ASAP-0011285,Train,5.18,5.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCC2)C1 |&1:17|,ASAP-0011288,Train,4.05,5.17
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1CCCC1 |&1:17|,ASAP-0011290,Train,4.53,5.59
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CC(F)(F)F)C1 |&1:17|,ASAP-0011292,Train,4.07,4.99
O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](CF)C2(CCCC2)C1 |&1:15|,ASAP-0011294,Train,4.39,5.43
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2=CC(F)=CC=C2F)CC1,ASAP-0011296,Train,4.29,4.27
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CC=N1 |&1:17|,ASAP-0011298,Train,4.03,4.11
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](F)[C@H](C2=CC=CC=C2)C1 |&1:15,17|",ASAP-0011300,Train,4.05,4.76
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@@H]1CCC1=CC=CC=N1,ASAP-0011302,Train,4.29,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=C(O)C=C2)C1 |&1:16|,ASAP-0011304,Train,4.31,4.06
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@](F)(C2=CC=CC=C2)C1 |&1:17|,ASAP-0011306,Train,4.85,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(C2=CC=CC=C2)CC1,ASAP-0011308,Train,3.84,4.63
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=NC=CO2)C1 |&1:16|,ASAP-0011309,Train,4.25,4.02
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011312,Train,4.04,4.98
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCC(F)(F)F)C1 |&1:17|,ASAP-0011314,Train,4.64,4.76
CC1=NC=CC([C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:6|,ASAP-0011315,Train,4.27,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2CCC2)C1,ASAP-0011318,Train,4.74,4.94
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011320,Train,3.97,5.04
CC1=CC=NC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:6|,ASAP-0011322,Train,4.28,4.06
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCCC2)CC1,ASAP-0011324,Train,4.59,5.99
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=CN=CO2)CC1,ASAP-0011325,Train,4.29,4.4
CC1=NNC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:5|,ASAP-0011328,Train,9.0,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CN=CO2)C1 |&1:17|,ASAP-0011329,Train,4.29,4.06
N#CC1=CC=C2C(=C1)OC1=C(F)C=CC=C1CN2C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0011332,Train,4.99,4.81
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CCC2)CC1,ASAP-0011334,Train,4.39,4.97
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=CC=CS2)CC1,ASAP-0011336,Train,4.49,4.86
O=C1NC2=CC=C(Cl)C=C2[C@]12CCN(C1=CN=CC3=CC=CC=C13)C2=O |o1:10|,ASAP-0011338,Train,5.59,6.44
O=C1NC2=CC=C(Cl)C=C2[C@]12CCN(C1=CN=CC3=CC=CC=C13)C2=O |o1:10|,ASAP-0011340,Train,4.3,4.05
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OCC2=CC=CC=C2)C1 |&1:16|,ASAP-0011342,Train,4.27,
"C[C@H](CO)C[C@H]1CN(C(=O)CCl)CCN1CC1=CC=CC(Cl)=C1 |&1:1,&2:5|",ASAP-0011346,Train,4.23,6.32
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)C1=CC=C(F)C=C12,ASAP-0011347,Train,5.6,6.76
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)C1=CC=C(Cl)C=C12,ASAP-0011349,Train,5.7,6.77
CC1=CC(O[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=CC=N1 |&1:5|,ASAP-0011351,Train,4.25,
CN1CCC[C@]12CCCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2 |&1:5|,ASAP-0011353,Train,6.69,
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1N1C=CN=C1 |&1:1,&2:19|",ASAP-0011356,Train,4.32,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1CCC1 |&1:18|,ASAP-0011362,Train,3.97,4.61
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](F)C[C@H]1C1=CC=CC=C1 |&1:15,&2:18|",ASAP-0011364,Train,4.09,4.77
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2C=CN=C2)C1 |&1:16|,ASAP-0011366,Train,4.25,
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)C1=CC=C(Cl)C=C12,ASAP-0011368,Train,5.76,7.03
CC1=CC=C(O[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C=N1 |&1:6|,ASAP-0011370,Train,4.27,
O=C([C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCCCC1 |&1:2|,ASAP-0011371,Train,4.34,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CN2C=CN=N2)C1 |&1:17|,ASAP-0011373,Train,4.25,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2=CC=NC=C2)C1,ASAP-0011376,Train,9.0,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=NC=C2)C1 |&1:16|,ASAP-0011378,Train,4.26,
"CC[C@H](C1=CC=CC=C1)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,&2:9|",ASAP-0011379,Train,4.52,4.92
CC1=CSC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=N1 |&1:5|,ASAP-0011382,Train,4.97,4.32
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](N2C=NC=N2)C1 |&1:17|,ASAP-0011384,Train,4.28,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CN=C2)C1 |&1:16|,ASAP-0011385,Train,4.27,4.1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CN=C1 |&1:17|,ASAP-0011388,Train,4.55,
CC1=CSC([C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:5|,ASAP-0011390,Train,4.25,4.19
CC1=CSC(N2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)=N1,ASAP-0011391,Train,4.28,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(=O)N2CCCCC2)C1 |&1:17|,ASAP-0011394,Train,4.28,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CN1C=NC=N1 |&1:17|,ASAP-0011396,Train,4.36,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC=N1 |&1:17|,ASAP-0011398,Train,4.82,4.24
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CN=C2C=CC=CC2=C1 |&1:17|,ASAP-0011400,Train,4.06,4.01
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2=CC=CC=C2)O[C@H](C2=CC=C(F)C=C2)C1 |&1:15,&2:23|",ASAP-0011402,Train,3.79,4.17
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=NC=CS2)C1 |&1:16|,ASAP-0011404,Train,4.3,4.29
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=NC=CS2)C1 |&1:17|,ASAP-0011405,Train,4.33,4.33
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CN1C=CC=N1 |&1:17|,ASAP-0011410,Train,4.37,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCOC[C@H]1C1=CC=CS1 |&1:18|,ASAP-0011412,Train,4.87,4.53
N#CC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,ASAP-0011415,Train,5.79,5.37
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1 |&1:17|,ASAP-0011434,Train,4.22,5.77
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCSC[C@H]1C1CC1 |&1:19|,ASAP-0011438,Train,4.01,4.22
O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1=CC=CC=C1 |&1:18|,ASAP-0011443,Train,4.63,4.94
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCC2)CC1 |&1:17|,ASAP-0011449,Train,4.07,5.48
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H](C2=CC=CC=C2)C1 |&1:18|,ASAP-0011451,Train,4.23,4.78
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=CC=C2)C1 |&1:16|,ASAP-0011454,Train,7.29,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1CCCCC1 |&1:17|,ASAP-0011456,Train,5.29,5.05
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CS1 |&1:17|,ASAP-0011458,Train,4.75,4.86
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](SC2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011460,Train,3.69,4.53
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC=C2)C1 |&1:16|,ASAP-0011463,Train,3.32,4.69
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(C(F)(F)F)=C2)C1 |&1:16|,ASAP-0011464,Train,4.36,4.38
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CN1CCC(F)(F)CC1,ASAP-0011465,Train,4.12,4.47
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=C(F)C=C1F |&1:17|,ASAP-0011466,Train,4.23,4.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C[C@H]1C1=CC=CC=C1 |&1:19|,ASAP-0011467,Train,5.11,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011468,Train,4.88,4.78
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]1CC1=CC=CC=C1 |&1:16|,ASAP-0011469,Train,4.5,4.74
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC[C@H]1CC1=CC=CS1 |&1:19|,ASAP-0011470,Train,4.54,4.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2(C3=CC=CC=C3)CC2)C1 |&1:16|,ASAP-0011471,Train,4.39,4.95
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=C(F)C=C1 |&1:17|,ASAP-0011472,Train,4.33,4.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1CCCCCC1 |&1:17|,ASAP-0011473,Train,4.05,5.01
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1CCC1=CC=CC=C1 |&1:18|,ASAP-0011474,Train,4.51,4.67
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC=C2F)C1 |&1:16|,ASAP-0011475,Train,4.07,4.84
O=C(CC1=CN=CC2=CC=CC=C12)N1CCOC[C@H]1C1=NC2=CC=CC=C2S1 |&1:18|,ASAP-0011476,Train,4.04,4.01
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC2=CC=CC=C2S1 |&1:17|,ASAP-0011477,Train,5.08,4.56
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2CCC(F)(F)CC2)C1 |&1:16|,ASAP-0011478,Train,4.29,4.42
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC2=CC=CC=C2S1 |&1:18|,ASAP-0011479,Train,5.06,4.45
CCC[C@]1(CC2=CC=CC=C2)CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:3|,ASAP-0011480,Train,5.01,5.1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](C2=CC=CC=C2)(C(F)(F)F)C1 |&1:16|,ASAP-0011481,Train,3.53,4.75
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1CCCC1 |&1:18|,ASAP-0011482,Train,4.78,5.34
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)C1=CC=C(F)C=C12,ASAP-0011483,Train,5.5,6.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCN(CC2=CC=CC=C2)C[C@H]1C1CC1 |&1:25|,ASAP-0011484,Train,4.32,4.51
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN(CC2=CC=CC=C2)CC1,ASAP-0011486,Train,4.26,
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](F)C[C@H]1C1=CC=CC(F)=C1 |&1:15,&2:18|",ASAP-0011487,Train,4.1,5.58
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C(=O)N2CCCCCC2)C1 |&1:16|,ASAP-0011488,Train,9.0,
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C[C@H]2CCOC2)C1 |&1:17,&2:19|",ASAP-0011489,Train,4.33,4.33
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=CC=N2)C1 |&1:16|,ASAP-0011490,Train,4.26,4.15
O=C([C@H]1CC2=CC=CC=C2CN1C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCC1 |&1:2|,ASAP-0011491,Train,4.21,4.61
"C[C@H]1C[C@H](C2=CSC=C2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0011492,Train,4.1,5.05
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]1CC1CCCC1 |&1:16|,ASAP-0011493,Train,4.62,4.92
"C[C@H](C1=CC=CC=C1)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:8|",ASAP-0011494,Train,3.69,4.77
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2=CSC=C2)C1,ASAP-0011495,Train,4.29,4.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=NC=C1 |&1:17|,ASAP-0011497,Train,3.95,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2=CC=CC=N2)CC1,ASAP-0011498,Train,4.22,
CN1C[C@H](CC2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)CC1=O |&1:3|,ASAP-0011499,Train,4.0,4.49
CN(C1=CC=CC=C1)[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:8|,ASAP-0011500,Train,4.25,4.51
CC1=CC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=CS1 |&1:4|,ASAP-0011501,Train,3.11,5.09
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=NC=CS2)CC1,ASAP-0011502,Train,4.23,4.44
CC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=CS1 |&1:4|,ASAP-0011503,Train,4.1,4.67
O=C(CC1=CN=CC2=CC=CC=C12)N1CCN(C2=CC=CN=C2)CC1,ASAP-0011504,Train,,4.04
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2=CC=CC=C2CC1,ASAP-0011505,Train,4.04,5.01
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2=CC=CC=N2)C1,ASAP-0011506,Train,4.24,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=NC=CO2)CC1,ASAP-0011507,Train,4.3,4.11
"C[C@H]1CC[C@H](C2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:4|",ASAP-0011509,Train,4.82,5.02
CC1=CC(C)=NC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:7|,ASAP-0011510,Train,9.0,
"CCN1CCC[C@H]1[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6,&2:7|",ASAP-0011511,Train,4.28,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2CCCCC2)C1 |&1:16|,ASAP-0011512,Train,,4.08
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(=O)N2CCCC2)CC1,ASAP-0011514,Train,6.83,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC=C2)C1 |&1:16|,ASAP-0011515,Train,4.4,4.73
O=C(CC1=CN=CC2=CC=CC=C12)N1CCN(CC2=CC=CC=C2)C[C@H]1C1=CC=CC=C1 |&1:25|,ASAP-0011516,Train,4.18,5.15
C[C@]1(C2=CC=C(F)C=C2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0011518,Train,4.6,4.84
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](N2C=CN=C2)C1 |&1:17|,ASAP-0011519,Train,9.0,4.21
CC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,ASAP-0011526,Train,4.09,4.43
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=CSC=N2)CC1,ASAP-0011527,Train,,4.1
C=CC(=O)NC1=CC=C(Cl)C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0011531,Train,5.03,5.3
CC1(C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]1C1=CC=CS1 |&1:18|,ASAP-0011533,Train,4.6,4.86
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=C(OC)C=C1Cl,ASAP-0011656,Train,,7.48
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=C(Br)C=C1C,ASAP-0011676,Train,,6.84
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N(CC1=CC=CC=C1)[C@H]1CCS(=O)(=O)C1,ASAP-0011892,Train,9.0,
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCC(C)(C(=O)NC)CC1,ASAP-0011947,Train,6.59,
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CC[C@@H](C2=CC=C(F)C=C2)[C@H](COC2=CC=C3OCOC3=C2)C1,ASAP-0012097,Train,6.41,
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=NC=C(C(F)(F)F)C=C1,ASAP-0012168,Train,,6.53
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C2OCCOC2=C1,ASAP-0012230,Train,6.6,
C=C(CNC1=CC=CC(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1)C(=O)NC1=CC=CC=C1,ASAP-0012326,Train,4.79,4.99
O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2[C@H](CC2CCCCC2)C1 |&1:21|,ASAP-0012341,Train,5.53,4.77
O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2[C@H](C2=CC=CC=C2)C1 |&1:21|,ASAP-0012343,Train,4.99,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](N2CCCC2)C1 |&1:17|,ASAP-0012345,Train,9.0,
CC1=CC=C(CN2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C=C1,ASAP-0012347,Train,4.32,
CC1=CC(NC(=O)NC2=CN(CC(C)C)C(=O)C3=CC=CC=C23)=NO1,ASAP-0012422,Train,5.03,5.2
C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(C(=N)N)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0013251,Train,4.27,5.18
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COC)C2=CC(Cl)=CC=C2C1=O,ASAP-0013267,Train,5.89,7.54
COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(C)C(=O)C1=CC=C(Cl)C=C12,ASAP-0013270,Train,3.8,5.48
"O=C(CCl)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:16,&2:22|",ASAP-0013279,Train,4.54,7.26
C#CC1=CC=C(NC(=O)C=C)C=C1N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0013314,Train,4.46,
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)C2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)O |&1:6|,ASAP-0013315,Train,4.19,5.46
CN1CCN(CC2=CC=CC=C2B2OC(C)(C)C(C)(C)O2)CC1,ASAP-0013401,Train,3.61,
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CC#N)=CC=C2C1=O |o1:3|,ASAP-0013402,Train,4.31,4.02
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CC#N)=CC=C2C1=O |o1:3|,ASAP-0013403,Train,3.84,4.39
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)N(C)C)C2=CC(F)=CC=C2C1=O,ASAP-0013404,Train,4.07,6.83
CC1=CC=CC=C1NC(=O)C[C@H]1SC(=O)N(C2=CC=CC=C2)C1=O |&1:11|,ASAP-0013612,Train,4.83,6.23
CN1N=C(C2=CC=C(C(F)(F)F)C=C2)N=C2C1=NC(=O)N(C)C2=O,ASAP-0013629,Train,6.9,
COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,ASAP-0013646,Train,,5.04
C=C(CN(C)C1=CC=CC(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1)C(=O)NC1=CC=CC=C1,ASAP-0013713,Train,4.84,4.46
CCC(=O)NC1=CC=CC(N(CC2=CC=CC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0013715,Train,5.77,4.55
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=CN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",ASAP-0013735,Train,5.47,6.37
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=C(OC)C=C1Cl |&1:6|,ASAP-0013743,Train,4.25,7.91
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COC(C)C)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0013832,Train,5.55,6.94
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COC(C)C)C2=CC(F)=CC=C2C1=O |a:7,22|",ASAP-0013834,Train,5.27,6.73
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C(N2C=CC=N2)C=C1 |&1:6|,ASAP-0013836,Train,4.81,5.55
CNC(=O)C1(N2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)CC1 |a:7|,ASAP-0014212,Train,5.78,7.54
CNC(=O)C1(N2C[C@@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)CC1 |a:7|,ASAP-0014213,Train,9.0,4.4
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CC=N1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",ASAP-0014553,Train,5.44,6.25
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=NN1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",ASAP-0014554,Train,4.56,5.67
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCNCC(F)(F)F)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,34|",ASAP-0014582,Train,5.94,6.91
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NN2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0014608,Train,6.3,8.1
"CC1=NC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=CN1 |a:7,22|",ASAP-0014618,Train,6.3,7.56
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CNN=C2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0014646,Train,5.41,7.21
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)C2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=C(OC)C=C1Cl |&1:6|,ASAP-0014649,Train,4.42,7.64
C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(C3=CNC=C3)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0014654,Train,4.59,4.05
